,topic_id,media_name,title,url,public_time
20,5,ETtoday新聞雲,打過麻疹疫苗「1APP就可查」！大票一查驚呆：原來有紀錄,https://news.google.com/read/CBMiXkFVX3lxTE4wVUdjVkJVd09Obi1wTGtjeU9WaVpXNTFHeGNTZjQ2SHVISGgwU1lZMjVBcF9zWkFvRkgxT1hHNVNhUk5HbXN1bTdVY25YQVAyRElRQWhaY0V1d21lM2fSAWhBVV95cUxPV01pQzA5RnZnZ2pTSjJJU1hrRW9TdHhGUEt1aGhEbG55LTZkV3h1MDRWYjZ1TmdXWkYxWXZybU9jMEdFNjJERmZBT1VsOVM4aTd2VGk3VnpGTzQwcHpRYWkyNFVRTWk3VA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-09T01:34:00Z
21,5,今周刊-在今天看見明天,麻疹疫苗哪裡打？羅一鈞：兩類人才需要現在接種「威脅最大是流感」…為何說台灣不會麻疹大流行？,https://news.google.com/read/CBMigAFBVV95cUxPeVV0QVVfbzFOWWV5OVIwV01wUXVHMnZVVGl0RVE0RzBaUEVEekxwbnR1bTlibEVCYzBpNkRFdzRTdjQxajhDaUFmc0sycUIzd2oxeWt5aGhybEtZWUgwbEJMWWg2eVNYQjRRbGhSSnY0Y3owQ0tzUHhuZ1U1c0JqRw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-09T03:45:00Z
22,5,臺中市政府,中市新增一名麻疹確診者、外縣市確診者有台中足跡 衛生局籲市民多加留意,https://news.google.com/read/CBMiUkFVX3lxTE9kc1VvZ3dzZmstQ3BmV3dKLU9Xb3pQZ2FiNE9qOWZIRV9aaWN0SXdJTHVtTi13RzI4ZVBWUHBqNVk0bTVLd2ZvY01qNDQ5SHVaZmc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-09T03:53:11Z
23,5,公視新聞,痲仔病例創五年來新懸 疫苗欠貨、民眾搶欲注 ｜ 公視新聞網 PNN,https://news.google.com/read/CBMiT0FVX3lxTE9WTklBMlZ6VnhjdFpCcjAxTjVxTVcyck1YSUhTLURsWnQydm1rUGNTQ1ZEOWtQdkpoN3BtX1RGZFU0ZlJfLU95RTJuLUFuRDDSAVRBVV95cUxNYVRoLTY5S3VJZWhXRkY4cXJEX0pMdnJfaUpDRUpELTNkaUEtcmVQS3J1aVFqM3dzbUFWSmtuUkZGVEl0LXVONllaeFFTVE5ZYXUyNS0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-08T11:40:00Z
24,6,聯合新聞網,宜蘭三星監獄外驚傳槍響 1人臀部中彈、犯嫌逃逸中,https://news.google.com/read/CBMiUEFVX3lxTE1DSUtDV1hIZ2h6cV9SOHRrdElmZ0VRa2NXVGsxb0RCb1dHTUtxaFVobTA2V1lyR29WXzl1RFEwUWc4WHBIbS1TR1RMNVNWdzRS0gFWQVVfeXFMTzk0M0VnbU9hNURNUnVIdHE2RVc1SXRsOUplY3FCYVNZc3o4d1Zpdm5KV0hndFRZaFpsMDJHWUotS2VrLWhfRUNaNDg1R2hleU9aY182dUE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-09T07:25:56Z
25,6,Yahoo奇摩新聞,宜蘭監獄前驚傳槍響！45歲男臀部中彈 嫌犯逃亡中,https://news.google.com/read/CBMiyAJBVV95cUxQS1MzMnRTYTNfazFPNGlOaFZjZVJFeHRuTUp6YVRlQVFfc05qQVktWXpYRXZXWjU3N2hrYVpMaDhfQzRCV2JfOUl3R25iZ21NT3NWaTdaMjhNcXpxQlQyM1hsZnpIMnBXcEN4QVlza2h6d0d3ZzBfNWpkUXI5M2I3d1JOSGlIRXhGYWdJNjMxMl9KWHlDV2RpSVU1YktFSmcwYl9jQUdQSTRiYWZlLUhDdEtsN05ka09WcHhXcmVUdnN6c1dFRWhaOThFXzJfY1pNajVZTy13bDg2TmREckVkZ1F6WllFV0ZCZjZsMHU5REdCZTBVT0dJTW0xc05IZVhGaEk4UF9IaEdmMVVFOEYyUTZiVzRCcENtYkZfamhTYk9lUDVBN2xoSXhjbEw5aW5oWWNuWk41MzZ2RFlaWGRwMmxyTHhheHJG?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-09T09:16:50Z
26,6,TVBS,快訊／宜蘭監獄前槍擊案！男子遭擄上車急逃脫…臀部中彈送醫,https://news.google.com/read/CBMiT0FVX3lxTFA4N2JpdU1uNk54TVZMRHlBazVQWXZFYVZTdnNIS1VKanVybjN3cTVKZkN1ZGlKNWJkXzdzMlJJMU5qeHoyeU1IZUhWdzY5WUk?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-09T08:53:00Z
27,6,LINE TODAY Taiwan,宜蘭監獄前擄人槍響！ 3嫌強押「男趁隙脫逃中彈」 | 華視新聞 | LINE TODAY,https://news.google.com/read/CBMiVkFVX3lxTE9QaGNlYW9RMEdXRG9hU1ZWYnpXSEZXZU5GcEdlUWRsbkN1VUdKMTJ1WmgwXzJ1b2UwMVBvbGNfdWhxb24yM25iTC1RaGZRLWRBQTFYZmNR0gFbQVVfeXFMT0o0ZmRmUUtwZEdMa3J2ekxWOEZyRFk4V1FKTUd4b25DSDYtVVFMaXg3R2JQUTRzOFEyQ1ljdlo1NWpiUmg2cFNBRkgyMXI4SmhqbjI1YWp2VUZlTQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-09T10:44:34Z
28,7,ETtoday新聞雲,台灣海底電纜遭中國貨輪拖斷 香港籍船東回應了,https://news.google.com/read/CBMiXkFVX3lxTE8wMTR1eVF1TDZ1ZHBCSUtQcUZYLTJmZU9aekE1MkVoZTJ5MnBfd2oyeUdjUy1QcXZvNFpGNVllcEFjZmduNVd4dlVrVjMzMWhDRHRzZ0ladURKT1BBUWfSAWhBVV95cUxOcTRnVm52NDBDVGpQUFE3V0JGQ2hrZ2FHNkhxdk9yRkNmN3VCNEVvRHVGeVJyM1Mxb055bEJQZGduNlFGRTBMR29EOGVFSW1nbFg2SHowQ3JxYjlLRy1xMU01YU5uV3I1Tg?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-08T15:55:00Z
29,7,iThome Online,針對中華電信海底電纜遭貨輪破壞事故，數發部公布後續因應措施,https://news.google.com/read/CBMiSEFVX3lxTE1Tc2dTdXQ5bWJ0MWpwVVkwdDRzUE1tUC1hYUNIQ2p1TjQzS0R4QWw2NDMyWDlyd3dSNDFMZmNIN1g3djR1MUlGcw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-08T08:57:59Z
